Issue Type,File Path,Line Number,Issue Description,Severity,Recommendation,Impact,Module,Feature
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationMsgUseCase.swift","28","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationMsgUseCase.swift","29","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationMsgUseCase.swift","36","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationMsgUseCase.swift","39","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationMsgUseCase.swift","45","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationMsgUseCase.swift","48","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","38","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","71","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","72","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","74","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","77","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","79","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","82","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","105","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","108","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","238","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","239","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","249","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","250","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","258","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","259","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","262","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","313","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","335","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","387","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Domain/UseCase/CommunicationUseCase.swift","402","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Domain"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+AdditionalRoles.swift","75","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationDetailViewModel.swift","102","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationDetailViewModel.swift","163","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationDetailViewModel.swift","165","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationDetailViewModel.swift","195","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+FooterAction.swift","157","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+FooterAction.swift","176","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+FooterAction.swift","178","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+FooterAction.swift","179","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+FooterAction.swift","194","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+FooterAction.swift","261","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+FooterAction.swift","265","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+FooterAction.swift","266","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+FooterAction.swift","344","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+FooterAction.swift","353","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/WalmartActionItem/WalmartActionItemsViewViewModel.swift","64","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/WalmartActionItem/WalmartActionItemsViewViewModel.swift","107","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/WalmartActionItem/WalmartActionItemsViewViewModel.swift","124","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/WalmartActionItem/WalmartActionItemsViewViewModel.swift","145","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/WalmartActionItem/WalmartActionItemsViewViewModel.swift","162","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/WalmartActionItem/WalmartActionItemsViewViewModel.swift","169","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/WalmartActionItem/WalmartActionItemsViewViewModel.swift","172","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/WalmartActionItem/CommunicationLandingViewViewModel.swift","19","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/WalmartActionItem/CommunicationLandingViewViewModel.swift","21","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/WalmartActionItem/CommunicationLandingViewViewModel.swift","34","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/WalmartActionItem/CommunicationLandingViewViewModel.swift","36","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/WalmartActionItem/CommunicationLandingViewViewModel.swift","38","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/ToDoActionItemListViewModel.swift","48","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/ToDoActionItemListViewModel.swift","55","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/ToDoActionItemListViewModel.swift","61","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/ToDoActionItemListViewModel.swift","62","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/ToDoActionItemListViewModel.swift","79","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/ToDoActionItemListViewModel.swift","83","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/ToDoActionItemListViewModel.swift","84","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/ToDoActionItemListViewModel.swift","87","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/ToDoActionItemListViewModel.swift","150","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/ToDoActionItemListViewModel.swift","163","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel.swift","210","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel.swift","225","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel.swift","226","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","42","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","50","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","56","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","62","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","98","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","115","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","122","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","126","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","137","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","138","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","158","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","164","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","204","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationListViewModel+Prioritization.swift","205","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CreateActionItemViewModel.swift","151","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CreateActionItemViewModel.swift","319","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CreateActionItemViewModel.swift","409","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CreateActionItemViewModel.swift","537","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CreateActionItemViewModel.swift","539","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CreateActionItemViewModel.swift","542","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationMsgViewModel.swift","78","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationMsgViewModel.swift","100","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationMsgViewModel.swift","104","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationMsgViewModel.swift","106","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationMsgViewModel.swift","110","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationMsgViewModel.swift","111","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CommunicationMsgViewModel.swift","139","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/ViewModel/CreateActionItemService.swift","135","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/View/CommunicationListView.swift","126","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/View/CommunicationListView.swift","291","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/View/CommunicationLandingView.swift","57","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/View/CommunicationLandingView.swift","58","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/View/Filter/FilterPopupNavigationView.swift","214","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Main Thread Blocking","Communications/Presentation/View/Filter/FilterPopupNavigationView.swift","227","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","Communications","Presentation"
"Large View Model","SalesLeadPlus/Presentation/Reporting/ViewModel/SLReportingViewModel.swift","N/A","View model with      631 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/SideNavigation/ViewModel/SalesLeadBaseViewModel.swift","N/A","View model with      495 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/CoachingLanding/ViewModel/SLCoachingViewModel.swift","N/A","View model with      877 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/CoachingLanding/ViewModel/SLToDoCoachingListViewModel.swift","N/A","View model with      530 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/My Team Performance/ViewModel/SLMyTeamPerformanceViewModel.swift","N/A","View model with      329 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/EmployeeDetail/ViewModel/SLEmployeeDetailViewModel+Extension.swift","N/A","View model with      527 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/EmployeeDetail/ViewModel/SLEmployeeDetailViewModel.swift","N/A","View model with      812 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/OneWithOne/ViewModel/SLOWOViewModel.swift","N/A","View model with     1131 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/OneWithOne/ViewModel/SLOWOViewModel+Metrics.swift","N/A","View model with      548 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/OneWithOne/ViewModel/SLOWOViewModel+Extension.swift","N/A","View model with      458 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/SLReportsEmbedded/SLReportsEmbeddedURLViewModel+Canada.swift","N/A","View model with      310 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/SLReportsEmbedded/SLReportsEmbeddedURLViewModel.swift","N/A","View model with      859 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/General Prep/ViewModel/GenPrepViewModel.swift","N/A","View model with      304 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/OversAndShorts/ViewModel/SLOASViewModel.swift","N/A","View model with      346 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/OversAndShorts/ViewModel/SLOASViewModel+ZoneUser.swift","N/A","View model with      309 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/My Team/ViewModel/SLMyTeamViewModel.swift","N/A","View model with      514 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/TeamVisibilityDashboard/ScheduleView/ViewModel/SLScheduleEmployeeViewModel.swift","N/A","View model with      440 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/TeamVisibilityDashboard/RoutesView/ViewModel/SLRoutesViewModel.swift","N/A","View model with      631 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/Sales To Plan /ViewModel/SLSTPZoneEmpViewModel.swift","N/A","View model with      646 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/StartWorkWith/SelectQuestions/ViewModel/SLWorkWithViewModel+Questions.swift","N/A","View model with      488 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/StartWorkWith/SelectQuestions/ViewModel/SLWorkWithViewModel+Comment.swift","N/A","View model with      651 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/StartWorkWith/WorkWithView/ViewModel/SLWorkWithViewModel.swift","N/A","View model with      551 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/StartWorkWith/Summary/VIewModel/SLWorkWithViewModel+Summary.swift","N/A","View model with      372 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/SLDashboard/ViewModel/SLDashboardViewModel+CreateWidget.swift","N/A","View model with      600 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/SLDashboard/ViewModel/SLDashboardViewModel.swift","N/A","View model with      543 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","SalesLeadPlus/Presentation/SLDashboard/ViewModel/SLDashboardViewModel+Fetch.swift","N/A","View model with      458 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesLeadPlus","Presentation"
"Large View Model","Contracting/ViewModel/ContractingAccountsViewModel.swift","N/A","View model with      690 lines","High","Break down large view models into smaller components","User-facing performance degradation","Contracting","ViewModel"
"Large View Model","Contracting/Contracts/ViewModel/ContractsViewModel.swift","N/A","View model with      313 lines","High","Break down large view models into smaller components","User-facing performance degradation","Contracting","Contracts"
"Large View Model","GoTool/Presentations/AddProducts/ViewModel/RecipeProductsViewModel.swift","N/A","View model with      844 lines","High","Break down large view models into smaller components","User-facing performance degradation","GoTool","Presentations"
"Large View Model","GoTool/Presentations/CustomerSelection/ViewModel/CustomerSelectionViewModel.swift","N/A","View model with      952 lines","High","Break down large view models into smaller components","User-facing performance degradation","GoTool","Presentations"
"Large View Model","GoTool/Presentations/ManageRecipe/ViewModel/CreateRecipeViewModel.swift","N/A","View model with      355 lines","High","Break down large view models into smaller components","User-facing performance degradation","GoTool","Presentations"
"Large View Model","GoTool/Presentations/ManageRecipe/ViewModel/ManageRecipeViewModel.swift","N/A","View model with      432 lines","High","Break down large view models into smaller components","User-facing performance degradation","GoTool","Presentations"
"Large View Model","GoTool/Presentations/GrowthOrderReview/ViewModel/GrowthOrderReviewViewModel.swift","N/A","View model with      372 lines","High","Break down large view models into smaller components","User-facing performance degradation","GoTool","Presentations"
"Large View Model","GoTool/Presentations/GeoSettings/GeoBulkViewModel.swift","N/A","View model with      376 lines","High","Break down large view models into smaller components","User-facing performance degradation","GoTool","Presentations"
"Large View Model","SalesProPlus/Presentation/Settings/ViewModel/SettingsViewModel.swift","N/A","View model with      431 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
"Large View Model","SalesProPlus/Presentation/Home/ViewModel/BaseViewModel.swift","N/A","View model with      345 lines","High","Break down large view models into smaller components","User-facing performance degradation","SalesProPlus","Presentation"
